title,genres,original_language,popularity,production_companies,release_year,runtime,vote_average,vote_count,pc_impact,pcif,gif,pop_actor,success_pot
Chef,Comedy,en,1.8877,prescience,2014,2.8888888888888893,7.1,9.288386604010512,0.09097474166666666,low,high,True,high
Alexander,multiple,en,1.8875,warner bros,2004,7.4074074074074066,5.9,9.385477753181354,1.6886122643533121,high,low,True,medium
Species II,Science Fiction,en,1.8873000000000002,metro-goldwyn-mayer,1998,1.333333333333333,5.1,1.831786347689878,1.0234533082758621,medium,high,True,low
You Again,Comedy,en,1.8867,touchstone,2010,2.2222222222222223,6.3,3.670045438657812,1.2053670535714285,medium,high,True,low
Big Fish & Begonia,Animation,zh,1.8867,beijing enlight,2016,1.9259259259259256,7.424,1.2427667093867725,0.9684358618181819,medium,medium,False,high
The Elephant Man,Drama,en,1.8853000000000002,paramount,1980,3.6296296296296298,8.053,10.0,1.516934121304348,high,high,True,high
Winnie the Pooh,Animation,en,1.8853000000000002,walt disney,2011,0.0,6.9,2.385205897963675,2.4675621212941174,high,medium,True,low
Breaking In,Thriller,en,1.8851,will packer,2018,0.9629629629629628,6.0,1.9159320103046071,0.3771102039130435,low,medium,True,high
Revolt,Science Fiction,en,1.8851,voltage,2017,0.8888888888888884,5.458,0.9968024648206404,0.07091052,low,high,False,low
Anchorman: The Legend of Ron Burgundy,Comedy,en,1.8844999999999998,dreamworks,2004,1.481481481481481,6.7,10.0,1.5526935495402299,high,high,True,high
Bean,Comedy,en,1.8844999999999998,universal,1997,1.0370370370370372,6.448,6.747834867,1.5666978714723927,high,high,True,high
Disturbia,Thriller,en,1.8834,paramount,2007,2.2222222222222223,6.7,10.0,1.516934121304348,high,medium,True,high
Torque,Action,en,1.8821,warner bros,2004,0.6666666666666661,5.2,1.5016764405090164,1.6886122643533121,high,high,True,low
The Nut Job 2: Nutty by Nature,multiple,en,1.8820000000000001,open road,2017,1.1851851851851851,5.9,1.1230209587427342,0.3038573234615385,low,low,True,low
Thelma & Louise,multiple,en,1.8818000000000001,unknown,1991,4.074074074074074,7.562,9.262495630898288,0.312982092,low,low,True,medium
Twin Peaks: Fire Walk with Me,Drama,en,1.8818000000000001,new line cinema,1992,4.444444444444445,7.353,5.741323287635765,1.2639715592307692,medium,high,True,low
Freejack,multiple,en,1.8811,warner bros,1992,2.5925925925925917,5.4,0.9450205185961914,1.6886122643533121,high,low,True,low
The Assassination of Jesse James by the Coward Robert Ford,Action,en,1.8806,warner bros,2007,6.296296296296296,7.1,6.980853625,1.6886122643533121,high,high,True,low
Small Soldiers,multiple,en,1.8805,universal,1998,2.5925925925925917,6.5,5.916087356,1.5666978714723927,high,low,True,low
Monty Python and the Holy Grail,Adventure,en,1.8805,michael white,1975,1.1851851851851851,7.805,10.0,0.23646877,low,high,True,medium
Why Him?,Comedy,en,1.8803,20th century fox,2016,2.666666666666666,6.367,10.0,2.346507158347826,high,high,True,medium
The Time Traveler's Wife,Drama,en,1.8801999999999999,new line cinema,2009,2.4444444444444446,6.934,6.9484899089932295,1.2639715592307692,medium,high,True,medium
Monster's Ball,Drama,en,1.8797000000000001,lionsgate,2001,2.814814814814815,6.8,2.5988064261395265,0.4699119434177216,low,high,True,high
New Year's Eve,Comedy,en,1.8797000000000001,new line cinema,2011,3.185185185185185,5.9,6.3076883244656745,1.2639715592307692,medium,high,True,medium
The Book of Henry,Drama,en,1.8796,sidney kimmel,2017,2.2222222222222223,7.5,3.8318640206092143,0.24933238500000002,low,high,True,low
Godzilla,Thriller,ja,1.8795000000000002,toho co,1954,1.5555555555555554,7.6,2.385205897963675,0.7190853366666667,low,medium,True,medium
Mighty Morphin Power Rangers: The Movie,multiple,en,1.8793,20th century fox,1995,1.5555555555555554,5.8,1.9256411252216912,2.346507158347826,high,low,False,high
Cairo Conspiracy,Thriller,ar,1.8791,svt,2022,3.4074074074074066,6.9,0.2912734475125247,0.03860499777777778,low,medium,False,low
That Awkward Moment,Comedy,en,1.879,treehouse,2014,1.4074074074074074,6.146,7.828782995,0.09427541818181819,low,high,True,high
Shoot 'Em Up,multiple,en,1.8786999999999998,new line cinema,2007,0.8148148148148149,6.439,5.194376480640025,1.2639715592307692,medium,low,True,low
Popeye,multiple,en,1.8783999999999998,paramount,1980,2.8888888888888893,5.4,1.6764405090165313,1.516934121304348,high,low,True,medium
Wasabi,Drama,fr,1.8783,europa,2001,1.4074074074074074,6.6,3.433790309008764,0.7073137288571429,low,high,True,low
Frailty,Drama,en,1.8782,lionsgate,2001,1.8518518518518512,7.0,3.1425168614962393,0.4699119434177216,low,high,True,low
Annapolis,Drama,en,1.8780000000000001,touchstone,2006,2.4444444444444446,6.7,1.359276088391782,1.2053670535714285,medium,high,True,low
U.S. Marshals,Thriller,en,1.8768999999999998,warner bros,1998,4.148148148148147,6.5,4.352919854492731,1.6886122643533121,high,medium,True,low
We Need to Talk About Kevin,Drama,en,1.8768,bbc,2011,2.814814814814815,7.6,7.890274055950392,0.11591021775862069,low,high,True,low
Under the Tuscan Sun,Romance,en,1.8759000000000001,touchstone,2003,2.814814814814815,6.8,2.356078553212422,1.2053670535714285,medium,medium,True,high
Just Like Heaven,multiple,en,1.8745999999999998,dreamworks,2005,1.481481481481481,6.9,6.653980089841676,1.5526935495402299,high,low,True,low
Disclosure,Thriller,en,1.8745999999999998,warner bros,1994,3.5555555555555554,6.2,3.2234261524719403,1.6886122643533121,high,medium,True,medium
Eragon,multiple,en,1.8742999999999999,20th century fox,2006,2.148148148148148,5.1,9.511696247103448,2.346507158347826,high,low,True,medium
The Lost City of Z,Adventure,en,1.8742999999999999,plan b,2017,4.888888888888889,6.375,8.178311132,0.7401420439534883,low,high,True,low
Assassination Nation,Thriller,en,1.8738,bron,2018,2.4444444444444446,6.291,2.3172420935440856,0.04200976225,low,medium,False,low
What We Do in the Shadows,Comedy,en,1.8738,new zealand commission,2014,0.8148148148148149,7.575,10.0,0.017446891904761907,low,high,False,high
Serial (Bad) Weddings,Comedy,fr,1.8731000000000002,ugc,2014,1.4074074074074074,6.7,10.0,0.018961886,low,high,False,high
Rocketman,Music,en,1.8718,paramount,2019,3.4074074074074066,7.3,10.0,1.516934121304348,high,low,True,medium
We Bought a Zoo,Drama,en,1.8712,20th century fox,2011,3.6296296296296298,6.739,7.696091757608709,2.346507158347826,high,high,True,medium
Traffik,Horror,en,1.8707,lionsgate,2018,1.5555555555555554,6.2,1.2816031690551088,0.4699119434177216,low,high,True,low
Green Zone,multiple,en,1.8702999999999999,universal,2010,2.962962962962962,6.5,6.268851864797338,1.5666978714723927,high,low,True,low
Johnny English,Adventure,en,1.8698000000000001,working title,2003,0.9629629629629628,6.3,9.948606418372234,0.7740621797087378,low,high,True,medium
Ernest Goes to Camp,Comedy,en,1.8687,touchstone,1987,1.2592592592592595,5.3,0.4142555697955907,1.2053670535714285,medium,high,False,high
Executive Decision,multiple,en,1.8681,warner bros,1996,4.296296296296296,6.246,2.501715276968685,1.6886122643533121,high,low,True,medium
Loving Pablo,Crime,es,1.8675000000000002,millennium,2017,3.5555555555555554,6.2,2.945098191515528,0.5280101592,low,medium,True,high
An Egg-celent movie,Animation,es,1.8664999999999998,huevocartoon producciones,2006,1.1111111111111107,7.7,0.8544021127034059,0.26072723,low,medium,False,high
Quest for Camelot,multiple,en,1.8664999999999998,warner bros,1998,0.8148148148148149,6.8,2.2492782891244967,1.6886122643533121,high,low,True,low
Stepmom,Drama,en,1.8658000000000001,columbia,1998,3.703703703703704,7.148,4.048700920424094,1.650344178225256,high,high,True,medium
The Sound of Music,multiple,en,1.8657,20th century fox,1965,7.333333333333332,7.7,9.110386163863968,2.346507158347826,high,low,True,high
Ultraviolet,Science Fiction,en,1.8657,screen gems,2006,0.8888888888888884,5.159,4.414410915634264,0.6442413717910448,low,high,True,low
The Green Hornet,Action,en,1.8654,columbia,2011,3.2592592592592595,5.6,9.239841029,1.650344178225256,high,high,True,medium
The Mission,multiple,en,1.8651,warner bros,1986,3.777777777777777,7.4,3.8415731355262985,1.6886122643533121,high,low,True,low
Being John Malkovich,Comedy,en,1.8651,gramercy,1999,2.814814814814815,7.4,10.0,0.09217678111111112,low,high,True,low
The One,Action,en,1.8649,columbia,2001,0.8888888888888884,6.124,4.3367379962975905,1.650344178225256,high,high,True,low
Argo,Drama,en,1.8649,warner bros,2012,3.333333333333334,7.3,10.0,1.6886122643533121,high,high,True,medium
Gremlins 2: The New Batch,Comedy,en,1.8645,warner bros,1990,2.296296296296296,6.4,7.013217341773791,1.6886122643533121,high,high,True,low
Brother and Sister,Drama,fr,1.8645,cnc,2022,2.4444444444444446,4.7,0.245964245,0.024233516481481483,low,high,True,low
Before the Devil Knows You're Dead,Crime,en,1.8639,capitol,2007,3.1111111111111107,7.1,4.0616464069802065,0.024353302499999997,low,medium,True,low
Say Anything...,Romance,en,1.8639,20th century fox,1989,1.8518518518518512,7.1,2.686188460393284,2.346507158347826,high,medium,True,low
C'mon C'mon,Drama,en,1.8637000000000001,a24,2021,2.518518518518519,7.3,1.534040156899297,0.10233037066666667,low,high,True,low
Lansky,Crime,en,1.8633,120db,2021,3.2592592592592595,6.2,0.3268735355418333,0.004825673684210527,low,medium,True,low
The Skeleton Key,multiple,en,1.863,universal,2005,2.148148148148148,6.6,6.230015405129001,1.5666978714723927,high,low,True,medium
Hang 'em High,Western,en,1.8629000000000002,united artists,1968,2.8888888888888893,6.9,2.006550416197393,0.8990610927777777,low,low,True,high
Robinson Crusoe,multiple,de,1.8628,studiocanal,2016,1.1111111111111107,5.8,0.8997113156497987,0.2975150791538462,low,low,False,medium
Wild Wild West,multiple,en,1.8626,warner bros,1999,2.296296296296296,5.317,9.553769078410811,1.6886122643533121,high,low,True,medium
The Post,Drama,en,1.8626,20th century fox,2017,3.0370370370370363,7.0,10.0,2.346507158347826,high,high,True,medium
Muppets Most Wanted,multiple,en,1.8620999999999999,walt disney,2014,2.3703703703703702,6.315,2.343133067,2.4675621212941174,high,low,True,low
Christopher Robin,multiple,en,1.862,walt disney,2018,2.148148148148148,7.3,7.857910339560112,2.4675621212941174,high,low,True,low
Dreamgirls,Drama,en,1.8613,paramount,2006,4.37037037037037,6.752,3.006589252657061,1.516934121304348,high,high,True,medium
The Peanuts Movie,Comedy,en,1.8607,20th century fox,2015,0.9629629629629628,6.863,4.5632840110295545,2.346507158347826,high,high,False,medium
The Pelican Brief,multiple,en,1.8600999999999999,warner bros,1993,4.888888888888889,6.594,4.187864900902301,1.6886122643533121,high,low,True,medium
Dracula,Horror,en,1.8598,universal,1931,0.0,7.2,3.145753233135267,1.5666978714723927,high,high,False,low
Ondine,Drama,en,1.8596,wayfare,2009,2.666666666666666,6.3,0.922365917,0.5206748600000001,low,high,True,low
Downton Abbey,Drama,en,1.8588999999999998,focus s,2019,3.481481481481481,7.1,3.132807746579155,0.34496050417475727,low,high,True,high
Wild Orchid,Romance,en,1.8588,unknown,1989,2.2222222222222223,5.2,0.7767291933667326,0.312982092,low,medium,True,low
Steamboy,Animation,ja,1.8573,bandai visual,2004,3.777777777777777,6.856,1.035638924488977,0.042673655000000005,low,medium,False,low
The Warrior's Way,multiple,en,1.8564,relativity media,2010,1.8518518518518512,6.6,1.6861496239336156,1.302595098220339,medium,low,True,low
Blair Witch,Thriller,en,1.8546,lionsgate,2016,1.0370370370370372,5.2,5.890196383031056,0.4699119434177216,low,medium,False,high
Dazed and Confused,Comedy,en,1.8545000000000003,gramercy,1993,2.0,7.3,6.126451512680104,0.09217678111111112,low,high,True,low
Nine Lives,Fantasy,en,1.8541,europa,2016,0.8888888888888884,5.747,3.068080313798594,0.7073137288571429,low,medium,True,low
Winter's Tale,multiple,en,1.8534,warner bros,2014,3.185185185185185,6.272,3.945137027975196,1.6886122643533121,high,low,True,low
Forgetting Sarah Marshall,Comedy,en,1.8524999999999998,universal,2008,2.666666666666666,6.5,9.660569342498738,1.5666978714723927,high,high,True,high
Billy Madison,Comedy,en,1.8518999999999999,universal,1995,1.1111111111111107,6.2,4.492083834970937,1.5666978714723927,high,high,True,medium
I Now Pronounce You Chuck & Larry,Comedy,en,1.8516,universal,2007,2.962962962962962,6.019,6.543943454114722,1.5666978714723927,high,high,True,medium
Love in the Time of Cholera,Drama,en,1.8513000000000002,new line cinema,2007,4.7407407407407405,6.611,1.0097479513767524,1.2639715592307692,medium,high,True,low
Lifeforce,Horror,en,1.8512,globus,1985,2.0,6.323,1.534040156899297,0.14704207,low,high,True,low
The Doors,Music,en,1.8512,imagine,1991,4.814814814814815,7.1,4.126373839760768,0.9120491395161291,medium,low,True,low
Harley Davidson and the Marlboro Man,Action,en,1.8512,unknown,1991,1.7037037037037033,6.3,1.090657242352454,0.312982092,low,high,True,low
The Wall,War,en,1.8504999999999998,amazon,2017,1.1111111111111107,6.3,2.4369878441881236,0.07188639126436783,low,low,True,low
Indecent Proposal,Romance,en,1.8501,paramount,1993,3.1111111111111107,6.3,3.864227736999495,1.516934121304348,high,medium,True,medium
Vanishing Point,Action,en,1.8491,20th century fox,1971,1.7777777777777777,7.2,1.3301487436405297,2.346507158347826,high,high,True,high
Resident Evil: Apocalypse,Horror,en,1.8488,screen gems,2004,1.4074074074074074,6.3,10.0,0.6442413717910448,low,high,True,medium
Love,Drama,fr,1.8478,wild bunch,2015,4.37037037037037,6.4,6.670161948036816,0.1159257055882353,low,high,False,low
The Stepford Wives,multiple,en,1.8478,paramount,2004,1.333333333333333,5.689,3.670045438657812,1.516934121304348,high,low,True,low
The Last Boy Scout,Action,en,1.8476,warner bros,1991,2.2222222222222223,6.8,5.116703561303352,1.6886122643533121,high,high,True,medium
Gangster Squad,multiple,en,1.8474,warner bros,2013,2.814814814814815,6.348,10.0,1.6886122643533121,high,low,True,low
"sex, lies, and videotape",Drama,en,1.847,miramax,1989,1.9259259259259256,6.9,2.3593149248514504,0.4651581044827586,low,high,True,high
Stuber,Action,en,1.8462,goldday,2019,1.333333333333333,6.7,3.6117907491553063,0.148170115,low,high,True,medium
Donovan's Reef,Adventure,en,1.8452000000000002,paramount,1963,2.518518518518519,6.2,0.3624736235711419,1.516934121304348,high,high,True,medium
What Happens in Vegas,Comedy,en,1.8447,regency enterprises,2008,1.7777777777777777,6.093,9.278677489093427,0.8769127665333333,low,high,True,high
Color Out of Space,multiple,en,1.8445,xyz,2019,2.666666666666666,6.035,3.738009243077401,0.006033011764705882,low,low,True,low
Every Which Way but Loose,multiple,en,1.8445,warner bros,1978,2.5925925925925917,6.2,1.2362939661087162,1.6886122643533121,high,low,True,high
Upside Down,multiple,en,1.8443,studio 37,2012,2.148148148148148,6.249,7.388636451901045,0.18594972916666666,low,low,True,low
Brick Mansions,Action,en,1.8437000000000001,relativity media,2014,1.1111111111111107,5.905,4.4629564902196845,1.302595098220339,medium,high,True,medium
Save the Last Dance,multiple,en,1.8434000000000001,mtv,2001,2.814814814814815,6.6,3.67328181029684,0.5229348386666667,low,low,True,high
Halloween II,Horror,en,1.8417999999999999,dimension,2009,2.2222222222222223,5.4,3.854518622082411,0.5459469046875001,low,high,True,high
R.A.I.D. Special Unit,Action,fr,1.8413,tf1,2017,2.2222222222222223,5.8,2.692661204,0.609140679,low,high,False,low
The Last Warrior,multiple,ru,1.8413,walt disney,2017,3.333333333333334,6.888,0.433673799629759,2.4675621212941174,high,low,True,high
Mad God,multiple,en,1.8396000000000001,unknown,2022,0.6666666666666661,6.86,0.5793105233860214,0.312982092,low,low,False,low
Alfie,Comedy,en,1.8386,paramount,2004,2.0740740740740735,5.8,2.3010602353489453,1.516934121304348,high,high,True,low
Speed Racer,multiple,en,1.8386,warner bros,2008,4.444444444444445,6.2,4.2623014485999455,1.6886122643533121,high,low,True,low
The Belko Experiment,Horror,en,1.8382999999999998,metro-goldwyn-mayer,2016,1.0370370370370372,6.2,3.93866428469714,1.0234533082758621,medium,high,True,medium
Wyatt Earp,multiple,en,1.8377,warner bros,1994,8.592592592592592,6.78,2.3010602353489453,1.6886122643533121,high,low,True,low
The Butler,Drama,en,1.8377,laura ziskin,2013,4.222222222222221,7.3,8.62816679,5.431956808,very high,high,True,high
One Direction: This Is Us,Documentary,en,1.8375,sony,2013,1.2592592592592595,8.3,3.2072442942768005,0.41231176965517236,low,medium,True,high
Melancholia,Drama,en,1.8374,zentropa s,2011,4.444444444444445,7.204,9.828860667728197,0.047256188235294115,low,high,True,medium
A Dangerous Method,Drama,en,1.8367999999999998,the movie,2011,1.7777777777777777,6.3,5.903141869587168,0.014857706000000002,low,high,True,low
The Marine,Action,en,1.8367,20th century fox,2006,1.2592592592592595,6.0,2.006550416197393,2.346507158347826,high,high,False,low
In the Heights,Drama,en,1.8367,endeavor content,2021,5.037037037037036,7.267,1.841495462606962,0.0751167125,low,high,False,low
Next,Action,en,1.8361999999999998,paramount,2007,1.5555555555555554,6.0,8.304529625745984,1.516934121304348,high,high,True,low
Audition,Horror,ja,1.8358,unknown,1999,2.962962962962962,7.096,4.0616464069802065,0.312982092,low,high,False,low
Doctor Zhivago,Drama,en,1.8336999999999999,metro-goldwyn-mayer,1965,9.259259259259258,7.5,3.061607570520538,1.0234533082758621,medium,high,True,high
The Enforcer,Action,en,1.8312000000000002,warner bros,1976,1.5555555555555554,6.788,2.3593149248514504,1.6886122643533121,high,high,True,high
The Firm,Drama,en,1.8311,paramount,1993,5.925925925925926,6.736,5.508304529625746,1.516934121304348,high,high,True,medium
It's Kind of a Funny Story,Comedy,en,1.8305,focus s,2010,2.0,7.0,6.886998847851697,0.34496050417475727,low,high,True,low
Life of Brian,Comedy,en,1.8300999999999998,unknown,1979,1.4074074074074074,7.8,10.0,0.312982092,low,high,True,high
